Cliente,Fecha,Guia,Origen,Destino,Tipo,Peso,P. VENTA,No. Fact,Pago Cliente,Fecha Pago,Status
HEROE S.A,43613,3855656674,COLON FREE ZONE,CHINA,PAQUETE,4 KG ,176,519,176,43629,PAGADO
HEROE S.A,43690,2293109162,PANAMA,CHILE,PAQUETE,4 KG,131,799,,43629,PENDIENTE
HEROE S.A,43482,2717502605,PANAMA,REP. DOM,DOCUMENTO,0.5 KG,40,162,40,43497,PAGADO
HEROE S.A,43490,1142559412,PANAMA,DOMINICANA,DOCUMENTO,0.5 KG,31,182,31,43525,PAGADO
HONEY PRODUCTIONS,43635,3825160533 /  7279385256,COLOMBIA,PANAMA,PAQUETE,116 /120 KG ,1316,593,1316,43657,PAGADO
HONEY PRODUCTIONS,43425,1308123213,PANAMA,CHILE,DOCUMENTO,0.5 KGS,41,80,41,43451,PAGADO
HONEY PRODUCTIONS,43438,9994155496,PANAMA,ESPAÑA,DOCUMENTO,0.5 KGS,52,102,52,43455,PAGADO
HONEY PRODUCTIONS,43521,3072866263,PANAMA,ESPAÑA,DOCUMENTO,0.5 KG,53,262,53,43539,PAGADO
HONEY PRODUCTIONS,43565,9987222814,PANAMA,ESPAÑA,DOCUMENTO,0.5 KG,54,352,54,43600,PAGADO
HONEY PRODUCTIONS,43572,1895498474,PANAMA,ESPAÑA,DOCUMENTO,0.5 KG,54,372,54,43600,PAGADO
HONEY PRODUCTIONS,43572,1895505356,PANAMA,ESPAÑA,DOCUMENTO,0.5 KG,54,373,54,43600,PAGADO
HONEY PRODUCTIONS,43572,6345034684,PANAMA,ESPAÑA,DOCUMENTO,0.5 KG,79,374,79,43600,PAGADO
HONEY PRODUCTIONS,43614,2762507952,PANAMA,ESPAÑA,DOCUMENTO,0.5 KG,54,524,54,43657,PAGADO
HOPITALAR ,43636,9910113861,KOREA,PANAMA,PAQUETE,3 KG ,290,594,290,43643,PAGADO
HOSPITALAR,43383,1139407102,PANAMA,ITALIA,PAQUETE,4  KGS,230,,230,43390,PAGADO
HOSPITALAR,43582,99213448046,PANAMA,USA (MIAMI),PAQUETE,2 KG,386,407,386,43584,PAGADO
HOSPITALAR,43600,2254381883,PANAMA,HONG KONG,PAQUETE,3 KG ,171,437,171,43602,PAGADO
HOSPITALAR,43691,4780154606,PANAMA,POLONIA,PAQUETE,7.0 KG,240,805,,43602,PENDIENTE
IFARHU,43433,7730393016,PANAMA,ESPAÑA,DOCUMENTO,0.5 KGS,53,89,50,43434,PAGADO
IFARHU,43493,1331364543,PANAMA,USA (REST),DOCUMENTO,0.5 KGS,38,201,38,43493,PAGADO
IFARHU,43535,2301345616,PANAMA,CANADA,DOCUMENTO,0.5 KG,43,279,43,43535,PAGADO
IFARHU,43578,9232518514,PANAMA,ESPAÑA,DOCUMENTO,0.5 KG ,54,377,54,43579,PAGADO
IFARHU,43599,3799780504,PANAMA,USA (REST),DOCUMENTO,0.5 KG ,43,436,43,43599,PAGADO
IFARHU,43609,9684560804,PANAMA,USA (REST),DOCUMENTO,0.5 KG ,43,491,43,43612,PAGADO
IFARHU,43627,2173078040,PANAMA,ITALY,DOCUMENTO,0.5KG ,59,542,59,43627,PAGADO
IFARHU,43633,1120583155,PANAMA,COLOMBIA,DOCUMENTO,0.5 KG ,36,596,36,43633,PAGADO
IFARHU,43662,3857519035,PANAMA,USA,DOCUMENTOS,0.5 KG,43,686,43,43662,PAGADO
IMPORTADORA RICAMAR. S.A,43650,6860688796,PANAMA,USA,PAQUETE,0.5 KG ,62,652,,43662,PENDIENTE
IMPORTADORA RICAMAR. S.A,43665,3146424481,PANAMA,USA,DOCUMENTOS,0.5 KG,35,708,,43662,PENDIENTE
IMPORTADORA RICAMAR. S.A,43679,4003968242,PANAMA,USA,DOCUMENTOS,0.5 KG,35,752,,43662,PENDIENTE
IMPORTADORA RICAMAR. S.A,43689,5028878820,PANAMA,USA,PAQUETE,0.5 KG,62,792,,43662,PENDIENTE
IMPORTADORA RICAMAR. S.A,43689,5028881336,PANAMA,HONG KONG,PAQUETE,0.5 KG,98,793,,43662,PENDIENTE
IMPORTADORA RICAMAR. S.A,43693,5988849300,PANAMA,USA,DOCUMENTOS,0.5 KG,35,812,,43662,PENDIENTE
IMPORTADORA RICAMAR. S.A,43496,1845621621,PANAMA,USA (MIAMI),DOCUMENTO,0.5 KGS,35,207,35,43515,PAGADO
IMPORTADORA RICAMAR. S.A,43515,2806407822,PANAMA,HONG KONG,PAQUETE,0.5 KG,98,240,98,43545,PAGADO
IMPORTADORA RICAMAR. S.A,43518,9233848632,PANAMA,USA (REST),DOCUMENTO,0.5 KG,34,251,34,43545,PAGADO
IMPORTADORA RICAMAR. S.A,43522,4924503043,PANAMA,USA (MIAMI),DOCUMENTO,0.5 KG,38,265,38,43545,PAGADO
IMPORTADORA RICAMAR. S.A,43522,1360361516,PANAMA,USA (MIAMI),DOCUMENTO,0.5 KG,38,266,38,43545,PAGADO
IMPORTADORA RICAMAR. S.A,43542,6405532243,PANAMA,HONG KONG,PAQUETE,0.5 KG,111,298,111,43579,PAGADO
IMPORTADORA RICAMAR. S.A,43553,4504701250,PANAMA,USA (MIAMI),PAQUETE,0.5 KG,57,323,29,43623,PAGADO
IMPORTADORA RICAMAR. S.A,43560,6562749130,PANAMA,USA (MIAMI),DOCUMENTO,0.5 KG,35,336,35,43579,PAGADO
IMPORTADORA RICAMAR. S.A,43567,5382814080,PANAMA,USA (REST),DOCUMENTO,0.5 KG,35,355,35,43623,PAGADO
IMPORTADORA RICAMAR. S.A,43591,4886256093,PANAMA,HONG KONG,PAQUETE,1 KG ,112,439,112,43636,PAGADO
IMPORTADORA RICAMAR. S.A,43608,5412493995,PANAMA,USA (REST),PAQUETE,1 kg ,101,499,101,43690,PAGADO
IMPORTADORA RICAMAR. S.A,43615,2685237111,PANAMA,USA (MIAMI),DOCUMENTO,0.5 KG ,35,533,35,43675,PAGADO
IMPORTADORA RICAMAR. S.A,43616,5900932461,PANAMA,USA (REST),DOCUMENTO,0.5 KG ,35,539,35,43675,PAGADO
IMPORTADORA RICAMAR. S.A,43642,4965446695,PANAMA,ARGENTINA,PAQUETE,0.5 KG,70,631,,43675,PENDIENTE
IMPORTADORA RICAMAR. S.A,43677,1423017875,PANAMA,USA ,DOCUMENTOS,2.0 KG,88,763,,43675,PENDIENTE
IMPORTADORA RICAMAR. S.A,43598,1310626306,PANAMA,PERU,PAQUETE,0.5 KG ,103,458,103,43636,PAGADO
INDUSTRIAS PANAMA BOSTON. S.A,43626,2656447964,PANAMA,COSTA RICA ,DOCUMENTO,0.5 KG ,29,562,,43636,PENDIENTE
INDUSTRIAS PANAMA BOSTON. S.A,43628,5009409145,PANAMA,COSTA RICA ,DOCUMENTO,0.5 KG ,29,575,,43636,PENDIENTE
INDUSTRIAS PANAMA BOSTON. S.A,43630,5645759663,PANAMA,COSTA RICA,DOCUMENTO,0.5 KG,29,585,,43636,PENDIENTE
INDUSTRIAS PANAMA BOSTON. S.A,43630,6468343906,PANAMA,COSTA RICA,PAQUETE,0.5 KG,93,588,,43636,PENDIENTE
INDUSTRIAS PANAMA BOSTON. S.A,43634,8980866893,PANAMA,COSTA RICA ,DOCUMENTO,0.5 KG ,29,603,,43636,PENDIENTE
INDUSTRIAS PANAMA BOSTON. S.A,43685,4548915081,PANAMA,COSTA RICA,DOCUMENTOS,0.5 KG,29,782,,43636,PENDIENTE
INDUSTRIAS PANAMA BOSTON. S.A,43535,2301282583,PANAMA,COSTA RICA,DOCUMENTO,0.5 KG,29,278,29,43588,PAGADO
INDUSTRIAS PANAMA BOSTON. S.A,43544,3183445565,PANAMA,COSTA RICA,DOCUMENTO,0.5 KG,29,303,29,43588,PAGADO
INDUSTRIAS PANAMA BOSTON. S.A,43551,2586027824,PANAMA,COSTA RICA,DOCUMENTO,0.5 KG,29,319,29,43588,PAGADO
INDUSTRIAS PANAMA BOSTON. S.A,43559,9281390366,PANAMA,COSTA RICA,DOCUMENTO,0.5 KG,29,335,29,43679,PAGADO
INDUSTRIAS PANAMA BOSTON. S.A,43572,3106130160,PANAMA,COSTA RICA,DOCUMENTO,0.5 KG,29,376,29,43679,PAGADO
INDUSTRIAS PANAMA BOSTON. S.A,43592,5339163001,PANAMA,COSTA RICA,DOCUMENTO,0.5 KG,29,440,29,43686,PAGADO
INDUSTRIAS PANAMA BOSTON. S.A,43600,2254388614,PANAMA,NICARAGUA,DOCUMENTO,0.5 KG ,29,468,29,43686,PAGADO
INDUSTRIAS PANAMA BOSTON. S.A,43612,6406308193,PANAMA,BRASIL,PAQUETE,2 KG ,185,515,185,43686,PAGADO
INDUSTRIAS PANAMA BOSTON. S.A,43636,3743147100,PANAMA,C.RICA,DOCUMENTO,0.5 KG ,29,611,,43686,PENDIENTE
INTERNATIONAL MARITIME REGISTER,43622,4629792786,PANAMA,EGYPT,DOCUMENTO,0.5 KG ,81,551,81,43654,PAGADO
INTERNATIONAL MARITIME REGISTER,43633,5012327703,PANAMA,CHINA,DOCUMENTO,0.5 KG,59,595,59,43654,PAGADO
INTERNATIONAL MARITIME REGISTER,43672,3380983900,PANAMA,CHINA,DOCUMENTOS,0.5 KG,58,718,,43654,PENDIENTE
INTERNATIONAL MARITIME REGISTER,43439,6766011265,PANAMA,DUBAI,DOCUMENTO,0.5 KGS,73,103,73,43445,PAGADO
INTERNATIONAL MARITIME REGISTER,43455,6664424782,PANAMA,CHINA,DOCUMENTO,0.5 KGS,53,130,53,43502,PAGADO
INTERNATIONAL MARITIME REGISTER,43473,1218869632,PANAMA,CHINA,DOCUMENTO,0.5 KGS,58,153,58,43502,PAGADO
INTERNATIONAL MARITIME REGISTER,43503,2163347723,PANAMA,CHINA,DOCUMENTO,0.5 KG,57,220,57,43556,PAGADO
INTERNATIONAL MARITIME REGISTER,43539,7201255552,PANAMA,CHINA,DOCUMENTO,0.5 KG,58,285,58,43556,PAGADO
INTERNATIONAL MARITIME REGISTER,43570,1123530682,PANAMA,CHINA,DOCUMENTO,0.5 KG,58,358,58,43595,PAGADO
INTERNATIONAL MARITIME REGISTER,43584,3628771705,PANAMA,DUBAI,DOCUMENTO,0.5 KG,80,412,80,43595,PAGADO
INTERNATIONAL MARITIME REGISTER,43587,2818349166,PANAMA,DUBAI,DOCUMENTO,0.5 KG ,80,423,80,43595,PAGADO
INTERNATIONAL MARITIME REGISTER,43602,6501159453,PANAMA,CHINA,DOCUMENTO,0.5 KG ,58,484,58,43654,PAGADO
INVERSIONES TAGORE PANAMA,43482,1302796983,PANAMA,INDIA,DOCUMENTO,0.5 KG,58,161,58,43538,PAGADO
INVERSIONES TAGORE PANAMA,43658,3047514245,PANAMA,ICELAND,DOCUMENTOS,0.5 KG,54,680,54,43664,PAGADO
INVERSIONES TAGORE PANAMA,43658,5014545303,PANAMA,BRAZIL,DOCUMENTOS,0.5 KG,42,681,42,43664,PAGADO
INVERSIONES TAGORE PANAMA,43703,8372685322,PANAMA,COSTA RICA,DOCUMENTOS,0.5 KG,31,829,,43664,PENDIENTE
INVERSIONES TAGORE PANAMA,43472,8122236426,PANAMA,INDIA,DOCUMENTO,0.5 KGS,58,149,58,43495,PAGADO
INVERSIONES TAGORE PANAMA,43472,8122240534,PANAMA,INDIA,DOCUMENTO,0.5 KGS,58,150,58,43495,PAGADO
INVERSIONES TAGORE PANAMA,43605,6500303014,PANAMA,INDIA,DOCUMENTO, 0.5KG ,54,492,54,43622,PAGADO
INVERSIONES Y REP MCC / LA TOLDA IDEAL,43589,5704726160,CHINA,PANAMA,PAQUETE,53 KG ,1130,431,1130,43602,PAGADO
INVERSIONES Y REP MCC / LA TOLDA IDEAL,43424,3714903194,CHILE,PANAMA,PAQUETE,2.5 KGS,113,79,113,43431,PAGADO
IRS PANAMA,43403,3543142805,PANAMA,USA,DOCUMENTO,0.5 KGS,31,48,31,43412,PAGADO
IRS PANAMA,43693,5988933985,PANAMA,USA,DOCUMENTOS,0.5 KG,35,814,,43412,PENDIENTE
IVAN VERGARA,43663,9904779872,PANAMA,COLOMBIA,DOCUMENTOS,0.5 KG,37,685,37,43663,PAGADO
KADIMA. S.A,43451,5173592454,PANAMA,CHINA,PAQUETE,0.5 KGS,90,122,90,43500,PAGADO
KADIMA. S.A,43628,5009348912,PANAMA,H.KONG,DOCUMENTO,0.5 KG ,49,574,49,43649,PAGADO
KADIMA. S.A,43628,4084838251,PANAMA,USA ,DOCUMENTO,0.5 KG ,32,577,32,43649,PAGADO
KADIMA. S.A,43630,9498983815,PANAMA,ISRAEL,DOCUMENTO,0.5 KG,67,584,67,43649,PAGADO
KADIMA. S.A,43636,5112587443,PANAMA,NICARGUA,DOCUMENTO,0.5 KG ,26,590,26,43649,PAGADO
KADIMA. S.A,43641,9684126045,PANAMA,HONG KONG,PAQUETE,3.5 KG,164,628,164,43679,PAGADO
KADIMA. S.A,43672,3381137432,PANAMA,HONG KONG,PAQUETE,3.0 KG,152,722,,43679,PENDIENTE
KADIMA. S.A,43672,2396294316,PANAMA,CHINA,PAQUETE,4.5 KG,190,723,,43679,PENDIENTE
KADIMA. S.A,43672,3381141901,PANAMA,HONG KONG,PAQUETE,4.0 KG,177,724,,43679,PENDIENTE
KADIMA. S.A,43675,8421169886,PANAMA,CHINA,PAQUETE,3.0 KG,151,731,,43679,PENDIENTE
KADIMA. S.A,43675,8421181716,PANAMA,HONG KONG,PAQUETE,9 KG,247,733,,43679,PENDIENTE
KADIMA. S.A,43675,8421184800,PANAMA,HONG KONG,PAQUETE,1.5 KG,114,734,,43679,PENDIENTE
KADIMA. S.A,43677,3802718054,PANAMA,HONG KONG,PAQUETE,3.0 KG,151,747,,43679,PENDIENTE
KADIMA. S.A,43677,3802721020,PANAMA,HONG KONG,PAQUETE,2.0 KG,116,748,,43679,PENDIENTE
KADIMA. S.A,43684,6969085200,PANAMA,CHINA,PAQUETE,15 KG,315,771,,43679,PENDIENTE
KADIMA. S.A,43684,6969085664,PANAMA,HONG KONG,PAQUETE,10.5 KG,262,772,,43679,PENDIENTE
KADIMA. S.A,43684,6633883550,PANAMA,HONG KONG,PAQUETE,3.5 KG,163,773,,43679,PENDIENTE
KADIMA. S.A,43693,5988960062,PANAMA,CHINA,DOCUMENTOS,0.5 KG,48,815,,43679,PENDIENTE
KADIMA. S.A,43643,5156146516,PANAMA,HONG KONG,PAQUETE,3.5 KG,164,633,164,43679,PAGADO
KADIMA. S.A,43643,7303606951,PANAMA,HONG KONG,PAQUETE,6 KG,236,634,236,43679,PAGADO
KADIMA. S.A,43643,5156152735,PANAMA,CHINA,PAQUETE,3 KG,151,635,151,43679,PAGADO
KADIMA. S.A,43643,7303611232,PANAMA,HONG KONG,PAQUETE,2.5 KG,139,636,139,43679,PAGADO
KADIMA. S.A,43657,5878536801,PANAMA,HONG KONG,PAQUETE,2.5 KG,138,673,138,43679,PAGADO
KADIMA. S.A,43657,5878538842,PANAMA,HONG KONG,PAQUETE,6.0 KG,214,674,214,43679,PAGADO
KADIMA. S.A,43430,4871237033,PANAMA,CHINA,PAQUETE,0.5 KGS,89,86,89,43467,PAGADO
KADIMA. S.A,43445,1414227393,PANAMA,CHINA,PAQUETE,1.5 KGS,114,110,114,43467,PAGADO
KADIMA. S.A,43472,8122065383,PANAMA,CHINA,PAQUETE,2.5 KGS,138,147,138,43500,PAGADO
KADIMA. S.A,43503,7053205316,PANAMA,USA (REST),PAQUETE,0.3 KGS,56,214,56,43532,PAGADO
KADIMA. S.A,43517,3886567311,PANAMA,CHINA,PAQUETE,0.5 KG,100,250,100,43532,PAGADO
KADIMA. S.A,43655,4059058846,PANAMA,CHINA ,PAQUETE,6.5 kg ,219,669,219,43679,PAGADO
KADIMA. S.A,43655,3047348662,PANAMA,CHINA ,PAQUETE,1 KG ,102,664,102,43679,PAGADO
KADIMA. S.A,43636,1473993474,PANAMA,H.KONG,PAQUETE,1 KG ,102,592,102,43649,PAGADO
KADIMA. S.A,43621,9498812665,PANAMA,CHINA,PAQUETE,3kg,151,546,151,43649,PAGADO
KADIMA. S.A,43637,7446837506,NICARGUA,PANAMA,DOCUMENTO,0.5 KG ,32,617,32,43676,PAGADO
KADIMA. S.A,43620,4981757480,PANAMA,CHINA,PAQUETE,0.5 KG ,90,544,90,43649,PAGADO
KADIMA. S.A,43627,2164541116,PANAMA,COLOMBIA,PAQUETE,0.5 KG ,55,568,55,43649,PAGADO
KADIMA. S.A,43627,7433819945,PANAMA,COLOMBIA,PAQUETE,1 KG ,55,569,55,43649,PAGADO
KADIMA. S.A,43640,2108900754,PANAMA,COLOMBIA,PAQUETE,0.5 KG,55,619,55,43679,PAGADO
KADIMA. S.A,43679,8991160581,PANAMA,CHINA,PAQUETE,1.5 KG,113,755,,43679,PENDIENTE
KADIMA. S.A,43669,1140224993,PANAMA,CHINA,PAQUETE,2 KG,126,711,,43679,PENDIENTE
KADIMA. S.A,43412,1364371923,PANAMA,CHINA,PAQUETE,10 KGS,254,57,254,43467,PAGADO
KADIMA. S.A,43445,4137847114,PANAMA,CHINA,PAQUETE,2 KGS,126,62,126,43467,PAGADO
KADIMA. S.A,43445,4137851314,PANAMA,CHINA,PAQUETE,18.5 KGS,352,63,352,43467,PAGADO
KADIMA. S.A,43417,5777893192,PANAMA,CHINA,PAQUETE,26.5 KGS,445,65,445,43467,PAGADO
KADIMA. S.A,43419,8346850260,PANAMA,HONG KONG,PAQUETE,4 KGS,243,67,243,43467,PAGADO
KADIMA. S.A,43420,8346852776,PANAMA,HONG KONG,PAQUETE,9 KGS,206,68,206,43467,PAGADO
KADIMA. S.A,43420,2409320782,PANAMA,CHINA,PAQUETE,5 KGS,222,71,222,43467,PAGADO
KADIMA. S.A,43427,1015966000,PANAMA,HONG KONG,PAQUETE,3.5 KGS,163,82,163,43467,PAGADO
KADIMA. S.A,43433,7432510912,PANAMA,USA (MIAMI),DOCUMENTO,0.5 KGS,26,91,26,43467,PAGADO
KADIMA. S.A,43434,3638734120,PANAMA,HONG KONG,PAQUETE,5 KGS,200,93,200,43467,PAGADO
KADIMA. S.A,43445,1414251075,PANAMA,HONG KONG,PAQUETE,1.5 KGS,114,108,114,43467,PAGADO
KADIMA. S.A,43445,1414250902,PANAMA,HONG KONG,DOCUMENTO,0.5 KGS,90,109,90,43467,PAGADO
KADIMA. S.A,43451,7113431651,PANAMA,USA (MIAMI),DOCUMENTO,0.5 KGS,26,121,25,43467,PAGADO
KADIMA. S.A,43825,4123058096,PANAMA,HONG KONG,PAQUETE,0.5 KGS,90,131,90,43500,PAGADO
KADIMA. S.A,43467,9972074976,PANAMA,HONG KONG,PAQUETE,7.5 KGS,230,139,230,43500,PAGADO
KADIMA. S.A,43467,1331125106,PANAMA,HONG KONG,PAQUETE,14.5 KGS,311,140,311,43500,PAGADO
KADIMA. S.A,43510,7898374746,PANAMA,HONG KONG,PAQUETE,14 KGS,301,233,301,43532,PAGADO
KADIMA. S.A,43510,7898377126,PANAMA,HONG KONG,PAQUETE,10 KGS,254,234,254,43532,PAGADO
KADIMA. S.A,43510,2542931672,PANAMA,HONG KONG,PAQUETE,12 KG,277,235,277,43532,PAGADO
KADIMA. S.A,43511,3390434611,PANAMA,HONG KONG,PAQUETE,5 KGS,199,236,199,43532,PAGADO
KADIMA. S.A,43511,6825607821,PANAMA,HONG KONG,PAQUETE,5 KGS,199,237,199,43532,PAGADO
KADIMA. S.A,43515,9631026952,PANAMA,HONG KONG,PAQUETE,3 KG,149,243,149,43532,PAGADO
KADIMA. S.A,43515,9631032762,PANAMA,HONG KONG,PAQUETE,13 KG,289,244,289,43532,PAGADO
KADIMA. S.A,43515,8417766556,PANAMA,CHINA,PAQUETE,23 KGS,407,245,407,43532,PAGADO
KADIMA. S.A,43516,6778298472,PANAMA,USA (MIAMI),DOCUMENTO,1.5 KG,60,248,60,43532,PAGADO
KADIMA. S.A,43518,5847652510,PANAMA,HONG KONG,PAQUETE,6 KGS,210,253,210,43557,PAGADO
KADIMA. S.A,43518,9233890676,PANAMA,HONG KONG,PAQUETE,4 KG,174,254,174,43557,PAGADO
KADIMA. S.A,43542,5495846650,PANAMA,HONG KONG,PAQUETE,6 KG,211,288,211,43557,PAGADO
KADIMA. S.A,43542,5495848540,PANAMA,CHINA,PAQUETE,11 KGS,267,289,267,43557,PAGADO
KADIMA. S.A,43542,5495851421,PANAMA,HONG KONG,PAQUETE,17 KGS,338,290,338,43557,PAGADO
KADIMA. S.A,43546,6845514115,PANAMA,HONG KONG,PAQUETE,3 KG,150,308,150,43591,PAGADO
KADIMA. S.A,43546,6845514244,PANAMA,CHINA,PAQUETE,1 KG,101,309,101,43591,PAGADO
KADIMA. S.A,43546,8209338572,PANAMA,HONG KONG,PAQUETE,3 KG,150,310,150,43591,PAGADO
KADIMA. S.A,43546,6845520065,PANAMA,CHINA,PAQUETE,1 KG,101,311,101,43591,PAGADO
KADIMA. S.A,43557,5139926256,PANAMA,USA (MIAMI),DOCUMENTO,0.5 KG,32,329,32,43591,PAGADO
KADIMA. S.A,43570,1647071613,PANAMA,HONG KONG,PAQUETE,1 KG,89,359,89,43591,PAGADO
KADIMA. S.A,43571,2286440343,PANAMA,HONG KONG,PAQUETE,5 KGS,235,363,235,43591,PAGADO
KADIMA. S.A,43572,6463642894,PANAMA,HONG KONG,PAQUETE,8.5 KG,246,369,246,43591,PAGADO
KADIMA. S.A,43572,9781489841,PANAMA,USA (MIAMI),DOCUMENTO,0.5 KG,32,371,32,43591,PAGADO
KADIMA. S.A,43577,2175559676,PANAMA,USA (MIAMI),DOCUMENTO,0.5 KG ,32,378,32,43591,PAGADO
KADIMA. S.A,43579,2942861983,PANAMA,HONG KONG,PAQUETE,0.5 KG ,89,391,89,43591,PAGADO
KADIMA. S.A,43579,8089748855,PANAMA,HONG KONG,DOCUMENTO,0.5 KG ,48,392,48,43591,PAGADO
KADIMA. S.A,43579,2942871934,PANAMA,CHINA,DOCUMENTO,0.5 KG ,48,393,48,43591,PAGADO
KADIMA. S.A,43584,7577932795,PANAMA,HONG KONG,PAQUETE,1.5 KG,114,409,114,43622,PAGADO
KADIMA. S.A,43584,7577937533,PANAMA,HONG KONG,PAQUETE,5 KG,202,410,202,43622,PAGADO
KADIMA. S.A,43584,7577949223,PANAMA,INDIA,PAQUETE,5 KG,202,411,202,43622,PAGADO
KADIMA. S.A,43587,4789575221,PANAMA,HONG KONG,PAQUETE,3 KG,151,428,151,43622,PAGADO
KADIMA. S.A,43587,4789575534,PANAMA,HONG KONG,PAQUETE,1.5 KG ,114,429,114,43622,PAGADO
KADIMA. S.A,43587,4789579362,PANAMA,CHINA,PAQUETE,3 KG ,151,430,151,43622,PAGADO
KADIMA. S.A,43601,4071855454,PANAMA,HONG KONG,PAQUETE,1 KG ,102,478,102,43622,PAGADO
KADIMA. S.A,43601,4071856471,PANAMA,HONG KONG,PAQUETE,0.5 KG ,89,479,89,43622,PAGADO
KADIMA. S.A,43606,6524878216,PANAMA,HONG KONG,PAQUETE,0.5 KG ,89,494,89,43649,PAGADO
KADIMA. S.A,43608,4920211693,PANAMA,HONG KONG,PAQUETE,3 KG ,151,504,151,43649,PAGADO
KADIMA. S.A,43608,4920216324,PANAMA,HONG KONG,PAQUETE,3.5 KG ,163,505,163,43649,PAGADO
KADIMA. S.A,43613,4233636934,PANAMA,HONG KONG,PAQUETE,10 /20 kg vol,376,517,376,43649,PAGADO
KADIMA. S.A,43613,4233639826,PANAMA,HONG KONG,PAQUETE,10 /20 kg vol,376,518,376,43649,PAGADO
KADIMA. S.A,43614,4458321965,PANAMA,HONG KONG,PAQUETE,6 KG,202,528,202,43649,PAGADO
KADIMA. S.A,43614,4642939361,PANAMA,HONG KONG,PAQUETE,9.5 KG,251,529,251,43649,PAGADO
KADIMA. S.A,43614,4642942146,PANAMA,HONG KONG,PAQUETE,1.5 KG,114,530,114,43649,PAGADO
KADIMA. S.A,43614,4458349022,PANAMA,CHINA,PAQUETE,1.5 KG,114,531,114,43649,PAGADO
KADIMA. S.A,43615,3344327475,PANAMA,HONG KONG,PAQUETE,9 KG ,246,534,246,43649,PAGADO
KADIMA. S.A,43615,3344331211,PANAMA,CHINA,PAQUETE,12 KG ,281,535,281,43649,PAGADO
KADIMA. S.A,43615,2941118961,PANAMA,HONG KONG,PAQUETE,1.5 KG ,102,536,102,43649,PAGADO
KADIMA. S.A,43636,1473993124,PANAMA,H.KONG,PAQUETE,1.5 KG ,114,591,114,43649,PAGADO
KINGDA ZONA LIBRE,43622,8450560300,PANAMA,COLOMBIA,DOCUMENTO,0.5 KG ,25,547,25,43664,PAGADO
KINGDA ZONA LIBRE,43622,4629768102,PANAMA,COLOMBIA,DOCUMENTO,0.5 KG ,25,549,25,43664,PAGADO
KINGDA ZONA LIBRE,43623,7433086010,PANAMA,CHINA,PAQUETE,1 KG ,92,552,92,43664,PAGADO
KINGDA ZONA LIBRE,43626,1439722410,PANAMA,COLOMBIA,DOCUMENTO,0.5 KG ,25,560,25,43664,PAGADO
KINGDA ZONA LIBRE,43627,2173110531,PANAMA,GUATEMALA,DOCUMENTO,0.5 KG ,25,565,25,43664,PAGADO
KINGDA ZONA LIBRE,43627,7433821732,PANAMA,COLOMBIA,DOCUMENTO,0.5 KG ,25,570,25,43664,PAGADO
KINGDA ZONA LIBRE,43628,5009426295,PANAMA,CHINA ,PAQUETE,32 KG ,451,576,451,43664,PAGADO
KINGDA ZONA LIBRE,43629,9494558404,PANAMA,COLOMBIA ,PAQUETE,1 KG ,56,578,56,43664,PAGADO
KINGDA ZONA LIBRE,43629,4084815884,PANAMA,BUCARAMANG,PAQUETE,2 KG ,102,579,102,43664,PAGADO
KINGDA ZONA LIBRE,43636,9910108316,PANAMA,COLOMBIA,PAQUETE,2 KG ,70,607,70,43664,PAGADO
KINGDA ZONA LIBRE,43636,5029886260,PANAMA,GUATEMALA,PAQUETE,1.5 KG ,63,608,63,43664,PAGADO
KINGDA ZONA LIBRE,43636,5029891521,PANAMA,COLOMBIA ,PAQUETE,4.5 KG ,143,609,143,43664,PAGADO
KINGDA ZONA LIBRE,43637,1158634842,PANAMA,COLOMBIA,DOCUMENTO,0.5 KG ,25,612,25,43664,PAGADO
KINGDA ZONA LIBRE,43637,8336744312,PANAMA,CHINA,PAQUETE,0.5 KG ,81,613,81,43664,PAGADO
KINGDA ZONA LIBRE,43698,7041754731,PANAMA,HONDURAS,DOCUMENTOS,0.5 KG ,25,819,,43664,PENDIENTE
KINGDA ZONA LIBRE,43698,1093422212,PANAMA,COLOMBIA,PAQUETE ,0.5KG,49,821,,43664,PENDIENTE
KINGDA ZONA LIBRE,43698,1151191764,PANAMA,COLOMBIA,PAQUETE ,3KG ,82,822,,43664,PENDIENTE
KINGDA ZONA LIBRE,43698,1151195371,PANAMA,COSTA RICA,PAQUETE ,0.5 KG ,49,823,,43664,PENDIENTE
KINGDA ZONA LIBRE,43476,9990593955,PANAMA,HONDURAS,PAQUETE,0.5 KG,55,155,55,43508,PAGADO
KINGDA ZONA LIBRE,43482,2717549096,PANAMA,CHINA,PAQUETE,0.5 KG,89,163,89,43508,PAGADO
KINGDA ZONA LIBRE,43488,1451903552,COLON FREE ZONE,CHINA,PAQUETE,0.5 KGS,89,174,89,43508,PAGADO
KINGDA ZONA LIBRE,43488,1451908570,COLON FREE ZONE,CHINA,PAQUETE,0.5 KGS,120,175,120,43508,PAGADO
KINGDA ZONA LIBRE,43488,3629444943,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KGS,26,176,26,43508,PAGADO
KINGDA ZONA LIBRE,43488,1451918462,COLON FREE ZONE,COLOMBIA,PAQUETE,1 KGS,62,177,62,43508,PAGADO
KINGDA ZONA LIBRE,43489,2330857491,COLON FREE ZONE,COLOMBIA,PAQUETE,1.5 KG,70,178,70,43508,PAGADO
